"post_id","timestamp","username","comment","comment_full","extra_lines_count"
"DYLoQ6GyiW7","2026-06-01","steph_sdozo","I’m in this process right with my own build ❤️","I’m in this process right with my own build ❤️ | 1wReply","1"
"DYLoQ6GyiW7","2026-05-19","og_s.h","Add to android","Add to android | 3wReply","1"
